Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Credit_Mix
50,22158.995,1440.2423514058248,2,5,5,-100,7,0.0,11.53,4.0,720.06,40.86577323101964,0,175.74854613896804,10000.0,346.6823295073021,Good
49,81049.77,6817.1475,7,6,7,2,29,16.0,12.86,5.0,417.22,39.03175645274509,0,72.01693628307022,143.5927014929405,706.1051122239894,Good
49,81049.77,6817.1475,7,6,7,2,29,16.0,7.86,5.0,417.22,33.76933885885997,0,72.01693628307022,565.7616339562553,323.9361797606745,Good
26,62855.32,5115.943333333334,10,5,31,9,61,21.0,7.34,10.0,1320.27,31.56413194277345,1,396.6898172658209,101.42290617693226,253.4816098905801,Bad
18,36368.77,3229.730833333333,7,3,12,4,23,18.0,5.76,6.0,347.66,37.19161793955424,0,83.04488446676766,112.56933556573368,377.358863300832,Standard
18,36368.77,3229.730833333333,7,3,12,4,25,14.0,5.76,6.0,347.66,23.044094057211648,0,58318.0,54.90773399686128,435.0204648697044,Standard
18,36368.77,3229.730833333333,7,3,12,4,21,15.0,5.76,6.0,347.66,35.295927923120686,0,83.04488446676766,75.38469602469078,404.5435028418749,Standard
19,36368.77,3229.730833333333,7,3,12,4,23,15.0,5.76,6.0,347.66,30.454994679055304,0,83.04488446676766,194.6040792871329,305.3241195794328,Standard
44,18897.13,1345.7608333333335,9,7,32,8,33,23.0,26.39,13.0,3351.81,24.917956114238734,1,87.47634547871667,114.9085572544053,222.19118060021145,Bad
45,18897.13,1345.7608333333335,9,7,32,8,37,23.0,23.39,13.0,3351.81,37.58191426786868,1,87.47634547871667,59.5751193958796,257.5246184587371,Bad
28,38378.18,3057.181666666667,7,10,34,5,39,23.0,23.98,14.0,2056.14,36.1467541732878,1,99.13710904495196,118.16413249621895,338.4169251254958,Bad
32,37885.46,3047.1216666666664,4,7,22,6,30,11.0,15.61,11.0,2618.46,37.70408511218372,1,63164.0,240.14149239525207,212.0148823651316,Standard
33,37885.46,3047.1216666666664,4,7,22,6,30,8.0,9.61,11.0,2618.46,36.565393208152734,1,122.5557919062829,208.1717804937584,233.98459426662535,Standard
23,37968.01,3190.000833333333,1692,5,5,3,15,5.0,4.61,2.0,745.43,27.399826938844647,0,65.01749123560772,152.157204148278,391.8253879494477,Good
43,40517.81,3215.484166666666,1,2,3285,1,4,11.0,5.47,3.0,1491.23,35.51313179867525,0,25.059561734064918,196.3052674844424,380.1835874481594,Good
32,55246.77,4390.8975,4,4,20,2,25,8.0,11.19,6.0,1818.27,25.03251531313032,1,71.20560632937118,394.05792937583766,243.8262142947913,Standard
32,55246.77,4390.8975,4,4,20,2,29,8.0,11.19,6.0,1818.27,25.10571126136672,1,71.20560632937118,81.29728704307206,526.5868566275568,Standard
38,122579.04,10510.92,1,3,1,4,14,6.0,9.98,7.0,1421.67,27.9775970907488,0,207.00407351489392,810.8427001015286,303.24522638357763,Good
38,122579.04,10510.92,1,3,1,4,13,6.0,7.98,7.0,1421.67,32.560404171234424,0,207.00407351489392,405.27148745318834,698.816439031918,Good
20,14176.215,1016.35125,7,4,7,2,27,20.0,16.81,7.0,399.68,30.19946638140023,1,19.215651989726823,94.8467515965947,267.5727214136785,Standard
31,8820.825,1013.06875,8,7,19,6,57,25.0,21.44,17.0,4415.47,28.67487700519651,1,43.69797940650668,97.16690035750756,250.44199523598576,Bad
31,8820.825,1013.06875,8,7,19,6,57,25.0,21.44,17.0,4415.47,24.44833250426017,1,43.69797940650668,34.18118153401257,293.4277140594808,Bad
39,9436.415,550.3679166666667,7,9,28,8,15,17.0,18.59,8.0,3073.02,36.1110499700998,1,41.32276573373212,55.258420327218005,238.45560560571656,Bad
40,9436.415,550.3679166666667,7,9,28,8,15,14.0,18.59,8.0,3073.02,29.769569145275327,1,41.32276573373212,13.901112589904905,239.8129133430297,Bad
40,9436.415,550.3679166666667,7,9,28,8,15,18.0,24.59,8.0,3073.02,29.47977684384597,1,41.32276573373212,49.29612389255063,254.41790204038392,Bad
40,9436.415,550.3679166666667,7,9,28,8,15,15.0,18.59,8.0,3073.02,38.17616923567519,1,41.32276573373212,37.730093097028025,235.98393283590653,Bad
22,14006.745,1017.22875,6,4,7,7,17,11.0,11.06,4.0,1347.31,36.29325191679664,1,64.2366789766586,85.42406661935617,242.06212940398524,Standard
22,14006.745,1017.22875,6,4,7,7,17,11.0,11.06,4.0,1347.31,29.88784553761527,1,64.2366789766586,104.490114818599,222.9960812047424,Standard
22,14006.745,1017.22875,6,4,7,7,20,11.0,11.06,4.0,1347.31,33.436236426269105,1,64.2366789766586,73.27884986367799,254.20734615966344,Standard
35,33785.2,2713.433333333333,4,6,14,3,19,20.0,18.18,10.0,1588.18,36.66875002133773,1,59.13881949115839,227.7901866079881,264.4143272341868,Standard
35,33785.2,2713.433333333333,258,6,14,3,18,20.0,18.18,10.0,1588.18,34.96633708719931,1,59.13881949115839,129.3451582996778,372.8593555424972,Standard
41,60515.32,5148.943333333334,7,6,5,1,2,8.0,3.35,7.0,1357.57,27.708493107761665,0,34.489544685295726,420.07991080686907,350.3248778411686,Good
41,60515.32,5148.943333333334,7,6,5,1,7,8.0,8.35,7.0,1357.57,35.812322070272195,0,34.489544685295726,176.05229481976684,564.3524938282707,Good
19,24883.01,1828.5841666666663,5,6,7,-100,17,20.0,10.87,3.0,646.05,27.890399574540574,1,37.38055366957315,160.26261125460357,265.21525174248995,Standard
26,16106964.0,494.80458333333326,6,9,21,9,18,14.0,21.72,8.0,4399.03,30.39164537897844,1,33.849090392399376,29.10741885670185,276.52394908423213,Bad
37,34102.64,2742.8866666666668,7,5,26,-100,21,18.0,4.25,11.0,4057.35,30.282771458664342,1,140.11980298030753,354.4607232252501,69.70814046110902,Bad
31,55209.81,4303.8175,5,3,23,7,28,15.0,3.41,6.0,1922.82,23.926878031504422,1,231.9278112182,85.71225287591633,362.7416859058836,Standard
33,29818.78,2257.898333333333,4,4,7,2,0,3.0,5.99,6.0,702.2,36.93959600752543,0,45.97729868724507,61.53154744666027,398.280987199428,Good
33,29818.78,2257.898333333333,4,4,7,2,5,4.0,5.99,6.0,702.2,23.841866981776253,0,45.97729868724507,222.55417197981785,237.2583626662704,Good
44,18968.18,1557.6816666666666,7,7,8,3,24,10.0,10.55,7.0,1795.52,33.686863668384966,1,39.52509890436848,57.12009309707821,349.12297466522006,Standard
52,60733.7,5189.141666666666,7,3,5,2,14,6.0,5.36,5.0,570.4,34.41227009941144,1,93.18161999737671,294.3982372848087,401.3343093844812,Standard
52,60733.7,5189.141666666666,7,3,5,2,14,8.0,5.36,5.0,570.4,40.68003293921815,1,93.18161999737671,117.16548727178852,548.5670593975016,Standard
40,133670.48,11076.206666666669,3,3,20,4,17,9.0,18.11,7.0,1160.13,27.89812466355668,1,263.5778484406841,314.498513212459,789.5443050135235,Standard
40,133670.48,11076.206666666669,3,3,20,4,13,9.0,11.11,7.0,1160.13,33.76581026566999,1,263.5778484406841,856.8900979143014,277.15272031168126,Standard
40,133670.48,10299.264098457965,3,3,20,4,13,9.0,18.11,7.0,1160.13,39.36758832373987,1,1040.520416649388,114.7516140487336,969.291204177249,Standard
50,173721.16,14635.763333333334,94,5,3,1,14,-3.0,11.75,5.0,905.23,34.216701857743175,0,124.86763481303726,129.28495540466028,1449.423743115636,Good
51,173721.16,14635.763333333334,5,5,3,1,14,0.0,11.75,5.0,905.23,31.37732121342753,0,124.86763481303726,455.48567210488886,1153.2230264154073,Good
22,15910.33,1111.8608333333334,8,8,21,9,16,18.0,15.26,8.0,4760.65,23.583013709711302,1,117.30105086642772,43.71712939607398,230.1679030708316,Bad
15,97907.04,7897.920000000001,8,7,8,5,7,11.0,14.48,6.0,666.25,31.44406968902808,1,353.6825177736628,141.445667763767,534.6638144625704,Standard
15,97907.04,7897.920000000001,8,7,8,5,7,14.0,14.48,6.0,666.25,25.36173203724545,1,353.6825177736628,155.31976506797673,520.7897171583605,Standard
34,20058.555,1817.54625,5,3,4,3,12,4.0,1.69,3.0,390.98,32.792069624674866,0,35.39825995212125,40.64595501307865,355.71041003480013,Good
35,20058.555,1817.54625,5,3,4,3,12,4.0,1.69,3.0,390.98,33.87989481806436,0,35.39825995212125,121.8129737382755,304.5433913096033,Good
42,17725.57,1691.1308333333334,5,9,20,6,7,17.0,16.71,13.0,2074.18,28.044362104501253,1,83.57842009904834,54.394868450441294,291.1397947838437,Standard
46,156470.0,12849.166666666664,1,3,8,3,5,9.0,2.58,3.0,1382.45,38.64020514290443,0,261.8310155128568,605.4630351938582,707.6226159599516,Good
46,156470.0,12849.166666666664,1,3,8,3,10,4.0,0.5800000000000001,8.0,1382.45,34.16418692090684,0,261.8310155128568,176.97535509926703,1086.110296054543,Good
31,11889.26,736.7716666666665,5,4,14,3,6,18.0,17.0,2.0,351.01,30.19648109569264,1,23.455595391365737,81.21355968141181,259.00801159388914,Standard
55,73579.8,6200.6500000000015,4,5,7,2,15,0.0,4.94,7.0,1226.97,35.51385790821939,0,100.29869456799568,68.31836175888616,691.4479436731183,Good
55,73579.8,6200.6500000000015,4,5,7,2,15,1.0,4.94,7.0,1226.97,25.38496469696351,0,100.29869456799568,224.30243942580788,575.4638660061966,Good
55,73579.8,6200.6500000000015,4,5,7,2,15,1.0,4.94,7.0,1226.97,30.847356936842235,0,100.29869456799568,393.699307756214,416.0669976757904,Good
23,35970.54,2728.545,5,6,3,2,15,7.0,11.49,4.0,1351.29,26.20323217031371,0,51.1878304266636,228.2143136886424,273.452355884694,Good
33,35479.47,2927.6225,5,3,7,4,13,9.0,8.37,3.0,1381.1,35.64942317099987,1,64.2306320340511,73.97917884653528,424.5524391194136,Standard
33,51886.18,4454.848333333333,8,7,7,4,24,15.0,22.76,8.0,1390.84,23.27412387303564,1,10799.0,430.5504244194934,139.27769646483264,Standard
-500,51886.18,4454.848333333333,8,7,7,4,24,18.0,15.76,13.0,1390.84,32.32114460380973,1,155.65671244900733,66.24867348336397,473.57944740096207,Standard
35,10263.79,590.3158333333333,5,3,12,1,28,14.0,2.73,2.0,730.77,39.28747588774233,0,6.814611210325142,11.238928955910456,300.97804316709784,Good
36,10263.79,488.05849832529424,5,3,12,1,28,14.0,-4.27,2.0,730.77,24.831675281519235,0,109.07194621836432,35.53721415900339,306.6797579640048,Good
36,10263.79,488.05849832529424,5,3,12,1,33,14.0,2.73,2.0,730.77,25.680576020559545,0,109.07194621836432,10000.0,275.67887444717417,Good
20,36938.82,2782.235,8,6,13,5,22,11.0,10.06,12.0,771.6,28.39930498320951,1,112.27276566418269,119.58369586014162,336.3670384756757,Standard
20,36938.82,2782.235,8,6,13,5,22,12.0,10.06,12.0,771.6,30.49028685701461,1,9908.0,203.9173859913666,252.0333483444508,Standard
53,59494.14,5162.845,0,4,2,1,6,3.0,13.6,1.0,662.71,32.178258435616705,0,31.134100740407924,194.14073952687056,541.0096597327216,Good
40,58774.86,4796.905,7,6,17,7,35,15.0,2.46,14.0,2083.26,40.247215135406925,1,14389.0,284.742458820643,194.003079466352,Bad
40,58774.86,4796.905,7,6,17,7,35,15.0,2.46,14.0,2083.26,30.089475673136683,1,290.944961713005,70.13730046788926,368.60823781910574,Bad
27,9527.09,604.9241666666667,8,8,32,8,46,20.0,23.09,10.0,4208.66,32.61495350126792,1,61.72952603793203,10000.0,207.46892801589212,Bad
27,9527.09,604.9241666666667,8,8,32,8,47,18.0,29.09,10.0,4208.66,23.14976780093645,1,61.72952603793203,49.97532534284616,228.7875652858885,Bad
27,9527.09,604.9241666666667,8,8,1731,8,46,20.0,30.09,10.0,4208.66,24.967965761157608,1,61.72952603793203,41.948653664489285,226.81423696424537,Bad
27,9527.09,604.9241666666667,8,8,32,-100,46,20.0,29.09,10.0,4208.66,35.150183166373594,1,61.72952603793203,21.88609601055652,266.8767946181781,Bad
17,20813.06,1460.4216666666669,8,5,24,5,32,18.0,3.44,8.0,1402.23,30.36474996013433,1,70.48717033396866,106.224888862026,259.33010747067203,Bad
51,72783.06,6241.255,6,5,17,1,18,17.0,2.52,3.0,752.52,34.19045445840423,0,31.7516884101614,319.3003582673132,543.0734533225257,Standard
44,53956.32,4514.36,4,6,12,4,18,12.0,19.13,0.0,432.92,38.242125757318064,1,158.84557792774964,180.08214105655858,362.5082810156918,Standard
44,53956.32,4514.36,4,6,633,4,18,14.0,19.13,0.0,432.92,34.008367070416234,1,158.84557792774964,336.1541370121303,246.43628506012004,Standard
44,53956.32,4514.36,4,6,12,4,18,12.0,19.13,4.0,432.92,26.831349180606843,1,158.84557792774964,191.30251309714023,351.2879089751101,Standard
30,49099.68,4075.967589202193,8,8,25,9,50,23.0,7.98,14.0,2172.68,24.35567681493327,1,239.3981027407639,64.06508440064832,276.67322365639427,Bad
31,23420380.0,4075.967589202193,8,8,25,9,52,23.0,7.98,14.0,2172.68,30.886088941102265,1,239.3981027407639,130.4705737820248,230.26773427501772,Bad
16,61194.81,5014.5675,7,7,23,8,24,21.0,28.63,8.0,2773.09,26.51276360497221,1,225.3686913764476,86.5639398024379,439.52411882111466,Bad
16,61194.81,5014.5675,7,7,23,8,24,23.0,28.63,8.0,2773.09,34.698815048983164,1,225.3686913764476,452.69300968994514,113.39504893360731,Bad
33,133547.25,11322.9375,0,4,7,1,7,3.0,10.36,1.0,323.83,35.82426600439275,0,104.01627625204785,90.82474171075962,1177.4527320371926,Good
34,133547.25,11322.9375,0,657,7,1,7,0.0,10.36,6.0,323.83,30.62312844669157,0,104.01627625204785,107.07618862372794,1161.2012851242246,Good
34,133547.25,11322.9375,0,4,7,1,11,3.0,10.36,6.0,323.83,38.794572434100296,0,104.01627625204785,107.66545184209669,1160.6120219058555,Good
37,78956.73,6523.7275,7,3,4359,2,28,19.0,10.87,9.0,436.82,41.05210721737614,1,128.55865363961078,70.78814375182048,703.0259526085687,Standard
38,78956.73,6523.7275,7,3,14,2,30,18.0,10.87,9.0,436.82,42.06084463033346,1,128.55865363961078,209.00868937371084,564.8054069866782,Standard
39,62536.31999999999,5174.36,7,8,24,8,41,22.0,28.85,11.0,3596.04,41.91654110412945,1,210.4690356712027,157.42919160199796,419.5377727267994,Bad
56,87621.78,7385.815,4,4,2,4,5,10.0,2.24,4.0,1074.35,32.29565668153133,0,282.79948306595867,467.594322189708,268.18769474433344,Good
56,87621.78,7385.815,4,4,2,4,5,11.0,2.24,4.0,1074.35,39.12398008803888,0,282.79948306595867,10000.0,511.54323241180407,Good
22,91610.4,7499.2,7,6,5,1,5,20.0,7.99,1.0,1091.09,25.650070581998268,0,45.90714242731781,456.1646937442079,517.8481638284743,Standard
34,31506.9,2448.5750000000007,6,10,34,7,54,16.0,16.75,8.0,1612.7,28.31501365473697,1,115.72383994306948,63.56660488864432,335.56705516828623,Standard
17,35940.36,2781.03,6,7,32,6,60,13.0,2.29,13.0,2694.55,22.95356237498073,1,107.4893653865092,175.86704271036342,264.7465919031274,Bad
17,35940.36,2781.03,6,7,32,6,55,15.0,2.29,13.0,2694.55,35.207453682376524,1,107.4893653865092,179.76264887729286,270.850985736198,Bad
17,35940.36,2781.03,6,7,32,6,58,15.0,2.29,13.0,2694.55,32.069477157451786,1,107.4893653865092,190.0783404911855,250.5352941223053,Bad
18,57786.12,4686.51,6,6,32,6,21,19.0,18.69,7.0,1730.05,33.896950610237305,1,271.7490310056516,325.98282333958696,140.91914565476142,Standard
18,57786.12,4686.51,6,6,32,6,21,19.0,18.69,12.0,1730.05,35.28849149131247,1,271.7490310056516,278.43667565446947,188.4652933398789,Standard
19,57786.12,4686.51,6,6,32,6,21,19.0,18.69,12.0,1730.05,39.16273203808834,1,271.7490310056516,88.62997719815544,358.271991796193,Standard
19,57786.12,4686.51,6,6,32,6,21,19.0,18.69,12.0,1730.05,38.277594613634896,1,271.7490310056516,315.2095149092964,141.69245408505213,Standard
33,74005.12,5941.093333333332,6,8,19,6,19,19.0,12.69,9.0,2170.45,33.43986317074609,1,190.9110895600943,10000.0,249.0800584072073,Standard
41,19026.7,1869.5583333333327,8,6,31,6,33,13.0,29.75,13.0,3232.75,38.88897631440396,1,54.39768772194044,35.67838109182655,356.8797645195663,Bad
41,19026.7,1869.5583333333327,8,6,31,6,35,13.0,29.75,13.0,3232.75,37.1896643158444,1,54.39768772194044,247.8937295241874,174.66441608720555,Bad
41,19026.7,1869.5583333333327,8,6,31,6,35,16.0,29.75,13.0,3232.75,34.27908810160992,1,54.39768772194044,10000.0,354.9723181919664,Bad
41,19026.7,1869.5583333333327,8,6,31,6,40,16.0,29.75,13.0,3232.75,30.325424362383423,1,54.39768772194044,249.30970281184864,173.2484427995443,Bad
44,79794.6,6927.55,8,4,7,4,10,16.0,13.46,8.0,830.5,33.85301208410967,1,224.72467629518508,248.09520709516585,489.9351166096492,Standard
27,14403.39,922.2825,5,4,8,3,11,12.0,7.98,7.0,2630.82,35.090591193804705,1,23.30431520748057,94.80461384312352,264.1193209493959,Standard
38,31762.34,2262.4427560755803,3,6,7,2,24,12.0,0.51,7.0,175.33,31.87378839828724,0,325.3988706993963,323.4274047663856,192.37880179197103,Standard
53,29491.67,2178.6391666666664,5,3,3,1,13,8.0,2.63,5.0,862.64,34.001710892638314,0,14.67432172052166,56.91794983949005,416.2716451066549,Good
53,29491.67,2178.6391666666664,5,3,3,1,13,8.0,2.63,5.0,862.64,26.42242507536665,0,14.67432172052166,75.93826024425259,377.2513347018924,Good
866,33599.08,2749.9233333333336,5,5,13,4,13,9.0,7.18,5.0,743.6,32.68379221233005,1,95.59666049476527,157.58237383493957,281.8132990036285,Standard
46,83930.72,7257.226666666666,9,6,22,5,52,18.0,5.13,11.0,1479.71,25.72122726928891,1,220.1984404538285,266.89222760673425,488.6319986061039,Bad
46,83930.72,7257.226666666666,9,6,22,5,52,18.0,6.13,11.0,1479.71,30.129155410215787,1,220.1984404538285,173.5656179777374,581.9586082351008,Bad
38,8906.395,878.1995833333334,10,5,25,7,30,15.0,16.74,9.0,3037.28,35.069500857535346,1,34.32047258759422,57.4819245890241,286.01756115671503,Bad
38,8906.395,878.1995833333334,10,5,25,7,30,15.0,11.739999999999998,13.0,3037.28,26.325844885243068,1,34.32047258759422,19.999020219565782,273.50046552617334,Bad
50,127855.83,10298.403409530309,5,7,1,4,6,11.0,9.2,5.0,534.08,37.93220559388655,0,579.7617045250205,318.052971212374,636.5996647322945,Good
50,127855.83,10298.403409530309,5,7,1,4,8,14.0,9.2,5.0,534.08,35.30123662325226,0,579.7617045250205,541.2735708342635,413.37906511040495,Good
50,32637.88,2514.8233333333333,5,5,10,3,24,10.0,10.46,3.0,1061.77,34.91748431473979,1,69.57405666463872,91.57586476747043,350.33241190122413,Standard
50,32637.88,2514.8233333333333,5,5,10,3,24,8.0,10.46,3.0,1061.77,27.534360042250945,1,69.57405666463872,10000.0,380.136387760705,Standard
8256,32637.88,2514.8233333333333,5,5,10,3,24,7.0,10.46,4.0,1061.77,40.94175603379813,1,69.57405666463872,93.68411904628933,368.2241576224053,Standard
44,8177.41,803.4508333333333,7,10,22,7,9,20.0,17.02,9.0,1370.66,35.12558444774639,1,47.56149170415456,37.77975476120415,285.0038368679746,Standard
44,8177.41,803.4508333333333,7,10,22,7,10,19.0,10.02,9.0,1370.66,35.20589981211413,1,47.56149170415456,106.73143035462036,216.0521612745584,Standard
48,58853.46,4889.455,5,4,8,4,16,19.0,10.91,4.0,143.61,23.94307813735973,0,111.75911013537257,199.3006401598877,467.8857497047399,Good
48,58853.46,4889.455,5,4,8,4,17,17.0,14.91,8.0,143.61,37.590465421130354,0,111.75911013537257,70.06297909324489,547.1234107713826,Good
21,55473.22,4598.768333333333,5,6,7,4,26,2407.0,1.51,8.0,160.87,29.758035951224265,0,180.34340787973136,288.7774414951376,250.7559839584644,Good
21,55473.22,4598.768333333333,5,6,7,4,26,20.0,1.51,8.0,160.87,28.82849715252001,0,58641.0,94.30019636887624,425.2332290847258,Good
25,16229.86,1216.4883333333337,7,5,28,6,48,25.0,15.579999999999998,9.0,3138.55,36.59679928116002,1,64.06840948225809,35.614670901928456,291.9657529491468,Bad
25,16229.86,1216.4883333333337,7,5,28,6,48,22.0,19.58,9.0,3138.55,26.35712088824519,1,64.06840948225809,84.36992342633636,233.2105004247389,Bad
43,20597.09,1848.424166666667,5,5,18,4,6,19.0,7.84,7.0,571.1,28.79484267233736,1,41.8474661811338,141.6930368962384,271.3019135892945,Standard
43,20597.09,1848.424166666667,5,5,18,4,6,13.0,10.84,7.0,571.1,25.85302435455213,1,41.8474661811338,46.00774032025715,336.98721016527577,Standard
43,20597.09,1848.424166666667,5,5,18,4,6,14.0,8.84,7.0,571.1,36.406945080982325,1,41.8474661811338,56.04810405764717,336.9468464278857,Standard
43,20597.09,1848.424166666667,5,5,18,4,10,16.0,8.84,1247.0,571.1,39.14946430208353,1,41.8474661811338,66.56986388867112,326.4250865968618,Standard
27,39089.09,3089.424166666666,2,4,1,3,2,11.0,5.1,3.0,474.96,34.22797687949643,0,53.51555399860234,249.25150049314863,296.1753621749157,Good
27,39089.09,3089.424166666666,2,4,1,3,2,11.0,5.1,8.0,474.96,24.782192836137675,0,53.51555399860234,121.5122455128387,393.9146171552256,Good
27,33411.91,2723.3258333333342,7,6,8,3,6,19.0,17.86,9.0,876.74,32.316813552445346,1,61.26719603186614,87.72189743907585,403.3434898623914,Standard
27,33411.91,2723.3258333333342,7,6,8,3,8,21.0,17.86,9.0,876.74,33.94767108349328,1,61.26719603186614,102.32875832494533,358.736628976522,Standard
26,23681.87,1826.4891666666665,3,5,15,3,3,9.0,4.51,3.0,1433.17,30.825147155107032,0,41.64279281869779,168.74733128259268,262.2587925653762,Standard
26,23681.87,1826.4891666666665,3,5,15,3,9,9.0,4.51,3.0,1433.17,37.91887907246271,0,41.64279281869779,125.89819306593756,285.1079307820313,Standard
41,7243.44,614.62,7,10,33,5,61,17.0,15.79,12.0,2621.26,27.81987209147192,1,18.973084237920684,42.21182424266058,280.27709151941866,Standard
41,7243.44,614.62,7,10,33,5,64,16.0,9.79,14.0,2621.26,32.67424772203505,1,18.973084237920684,14.743518746052152,267.74539701602714,Standard
45,32361.61,2604.800833333333,4,3,19,2,15,13.0,21.07,12.0,1171.75,40.29748153866554,1,34.35693326115831,125.55652342012245,360.56662665205255,Standard
38,75069.09,6382.7575,7,6,5,3,10,15.0,0.9,1200.0,1088.9,39.683141766966855,0,81593.0,243.4808687038388,520.1442265009725,Good
52,78261.62,6373.801666666666,1,347,6,3,7,4.0,7.66,8.0,431.77,24.120160865777468,0,111.15588436869808,247.8149198533088,528.4093624446598,Good
45,34146.86,2986.5716666666667,4,7,1,-100,13,10.0,2.07,6.0,163.0,37.74553116423181,0,56.334345300507024,114.27384924213564,418.048972124024,Good
45,34146.86,2986.5716666666667,4,7,1,2,13,10.0,2.07,6.0,163.0,26.06660719682724,0,56.334345300507024,194.33661012570624,307.9862112404535,Good
42,59703.03,5080.2525,6,6,13,7,20,15.0,22.05,10.0,1795.28,32.503485725885035,1,295.16766006663084,186.89901352175832,275.95857641161075,Standard
46,50298.42,4391.535,9,5,22,-100,28,16.0,1.47,10.0,3281.43,34.44459681093757,1,195.2648376126279,148.51478635802874,345.37387602934336,Bad
38,63601.48,5400.123333333334,3,7,15,6,27,13.0,19.49,6.0,1191.91,38.05836170498323,1,184.6916345620093,131.21700842192888,464.1036903493952,Standard
38,63601.48,5400.123333333334,3,7,15,6,27,12.0,19.49,6.0,1191.91,41.58029729741876,1,184.6916345620093,211.6219262348141,403.69877253651,Standard
36,14387.47,981.9558333333332,7,7,17,8,34,21.0,17.13,8.0,4335.68,24.37862383530706,1,80.33755405850793,40.96237325966423,226.8956560151612,Bad
36,14387.47,981.9558333333332,7,7,17,8,34,21.0,17.13,8.0,4335.68,29.71145021502696,1,80.33755405850793,121.15702131925688,186.7010079555685,Bad
34,76992.72,6486.444579077656,6,7,33,5,14,20.0,16.48,9.0,1594.5,30.38396330892572,1,356.5582248985993,562.7000790511936,78.16311697255101,Standard
44,56001.15,4662.7625,3,6,8,3,14,11.0,8.33,8.0,1347.83,33.150594137297176,1,88.30262558587714,50.934736503683816,577.038887910439,Standard
44,56001.15,4662.7625,3,6,8,3,13,11.0,8.33,8.0,1347.83,28.92011216536055,1,88.30262558587714,181.0027150933105,476.9709093208123,Standard
50,16199.955,1140.99625,3,7,7,4,1,11.0,4.88,4.0,446.66,27.873099207513302,0,39.78232570111753,67.98485998050766,276.33243931837484,Good
50,16199.955,1140.99625,3,7,7,4,3,13.0,4.88,4.0,446.66,36.05569518379297,0,39.78232570111753,89.80627582637743,274.51102347250503,Good
50,16199.955,1140.99625,3,7,7,4,-1,11.0,4.88,4.0,446.66,28.53276589337172,0,39.78232570111753,42.565663505880046,281.75163579300244,Good
17,61533.36,5186.78,8,3,9,5,18,18.0,11.28,6.0,1029.35,22.51358431780436,1,251.5226784698373,197.09432051358488,320.0610010165778,Standard
17,61533.36,5186.78,8,3,9,5,22,19.0,11.28,6.0,1029.35,38.58664107692997,1,1906.0,212.3151391204765,314.84018240968624,Standard
24,46783.08,4058.59,3,7,20,7,22,11.0,8.04,9.0,1558.33,23.727075460284592,1,236.3197006260011,163.63034303232496,255.908956341674,Standard
16,8027.195,560.9329166666666,10,5,20,2,30,27.0,-4.52,14.0,1720.19,31.14766982264101,1,8.961406105567454,38.324510892254686,268.80737466884455,Bad
32,88072.59,7511.3825,3,5,5,4,33,20.0,2.96,4.0,1060.69,38.540173879656415,1,259.432393335221,415.0919982731919,356.61385839158714,Standard
32,88072.59,7511.3825,3,5,5,4,29,19.0,2.96,4.0,1060.69,38.824852986262826,1,259.432393335221,478.6721346671248,293.0337219976542,Standard
5607,88072.59,7511.3825,3,5,5,4,31,22.0,9.96,4.0,1060.69,28.550655285692983,1,259.432393335221,708.6313191484552,63.074537516323794,Standard
41,145545.36,10626.433994187566,1,4,9,1,2,3.0,16.73,1.0,168.33,41.88046260724568,0,1472.8644563135706,114.80788556231934,1209.1516639365427,Good
41,146771.72,12197.976666666667,5,4,19,2,5,12.0,4.72,1.0,48.79,38.01926896914279,0,194.96003355240032,809.0124213695752,495.8252117446913,Standard
30,20521.36,1721.1133333333337,10,8,17,3,21,10.0,9.94,10.0,1896.78,26.97286589778234,1,42.15204181287907,152.5368742298397,247.42241729061465,Standard
19,15197.25,979.4375,6,5,20,8,14,17.0,25.4,10.0,3323.17,37.01103984210116,1,89.07717529271261,57.207051309365,241.6595233979224,Bad
19,15197.25,979.4375,6,5,20,8,12,20.0,25.4,15.0,3323.17,37.036473203625256,1,19502.0,43.118747512981045,235.7478271943064,Bad
32,32763.42,2819.285,4,3,5391,3,6,11.0,3.52,1461.0,284.34,33.6384884322311,0,53.77655109087889,172.28332185211403,325.8686270570072,Good
21,16832.68,1516.7233333333334,5,4,11,1,6,5.0,8.21,5.0,516.43,32.10947402868444,0,10.592721894069614,125.48127397146648,305.59833746779725,Good
36,65000.73,5588.7275,7,4,18,3,6,12.0,4.08,0.0,1346.77,26.854903143558545,1,151.8025374221666,113.22843423413336,533.8417783437001,Standard
36,65000.73,5588.7275,7,4,18,3,6,14.0,6.08,0.0,1346.77,24.641602094243545,1,151.8025374221666,142.1641840758499,514.9060285019833,Standard
46,33929.89,2649.4908333333333,3,5,17,4,22,10.0,0.4000000000000004,4.0,1219.04,27.874013933553208,0,89.77963301948125,68.44298026961823,356.72647004423385,Standard
46,33929.89,2649.4908333333333,3,5,17,4,22,10.0,9.4,5.0,1219.04,25.003819886865006,0,89.77963301948125,85.30616373642032,339.86328657743184,Standard
